紫錐菊,＜i＞Echinacea ＜/i＞
紫錐菊,＜i＞Echinacea＜/i＞
紫錐菊,＜i＞Echinacea＜/i＞ purpurea
齒果澤瀉屬,＜i＞Echinodorus＜/i＞
艾美球蟲,＜i＞Eimeria＜i＞ spp.
餘甘子,＜i＞Emblica officinalis＜/i＞
鞍帶石斑,＜i＞Epinephelus lanceolatus＜/i＞
雲紋石斑,＜i＞Epinephelus radiatus＜/i＞
堀川氏棕蝠,＜i＞Eptesicus＜/i＞ sp.
豬丹毒桿菌,＜i＞Erysipelothrix rhusiopathiae＜/i＞
雜交桉,＜i＞Eucalyptus＜/i＞ hybrids
花姬捲葉蛾,＜i＞Eucosma notanthes＜/i＞ Meyrick
鬼箭羽,＜i＞Euonymus alatus＜/i＞
白苞猩猩草,＜i＞Euphorbia heterophylla＜/i＞
地錦草,＜i＞Euphorbia humifusa＜/i＞
聖誕紅,＜i＞Euphorbia pulcherrima＜/i＞
聖誕紅,＜i＞Euphorbia pulcherrima＜/i＞ Willd. ex Klotzsch
洋桔梗,＜i＞Eustoma grandiflorum ＜/i＞
洋桔梗,＜i＞Eustoma grandiflorum＜/i＞
洋桔梗,＜i＞Eustoma＜/i＞
移地保育,＜i＞ex situ＜/i＞ Conservation
台灣水青岡,＜i＞Fagus hayatae＜/i＞
＜i＞FLOWERINGLOCUST＜/i＞,＜i＞FLOWERINGLOCUST＜/i＞
臺灣花薊馬,＜i＞Frankliniella intonsa＜/i＞
光蠟樹,＜i＞Frarinus formosana＜/i＞
尖鎌胞菌,＜i＞Fusarium oxysporum＜/i＞
香蕉黃葉病,＜i＞Fusarium oxysporum＜/i＞
萎凋病,＜i＞Fusarium oxysporum＜/i＞ f. sp. ＜i＞lycopersici＜/i＞
甜瓜萎凋病菌,＜i＞Fusarium oxysporum＜/i＞ f. sp. ＜i＞melonis＜/i＞
豌豆鐮孢菌,＜i＞Fusarium oxysporum＜/i＞ f. sp. ＜i＞pis＜/i＞i
豌豆鐮孢菌,＜i＞Fusarium oxysporum＜/i＞ f. sp. ＜i＞pisi＜/i＞
豆類蔬菜萎凋病菌,＜i＞Fusarium oxysporum＜/i＞ f. sp. ＜i＞tracheiphilum＜/i＞
鐮胞菌,＜i＞Fusarium solani＜/i＞
萎凋病,＜i＞Fusarium＜/i＞ wilt
靈芝,＜i＞Ganoderma＜/i＞ spp.
澤蟹屬,＜i＞Geothelphusa＜/i＞
澤蟹,＜i＞Geothelphusa＜/i＞
瓜子鱲,＜i＞Girella punctata＜i/＞
瓜子?,＜i＞Girella punctata＜i/＞
香茹,＜i＞Glossogyne tenuifolia (Labill) Cass.＜i＞
香茹,＜i＞Glossogyne tenuifolia(Labill)Cass.＜i＞
香茹,＜i＞Glossogyne tenuifolia＜i＞ (Labill) Cass.
澎湖野生大豆,＜i＞Glycine tabacina＜i＞ (Labill.) Benth.
稀毛蜈蚣藻,＜i＞Grateloupia sparsa＜/i＞
金針菜,"＜i＞Hemerocallis fulva＜/i＞, daylily"
銀葉樹,＜i＞Heritiera littoralis＜/i＞
蓮葉桐,＜i＞Hernandia nymphiifolia＜/i＞
魚腥草,＜i＞Houttuynia cordata＜/i＞
華八仙,＜i＞Hydrangea chinensis＜/i＞ Maxim
紅龍果,＜i＞Hylocereus sp.＜/i＞
楚南氏山椒魚,＜i＞Hynobius sonani＜/i＞
楚南氏山椒魚,＜i＞Hynobius＜/i＞ ＜i＞sonan＜/i＞
金絲桃屬,＜i＞Hypericum＜/i＞
糯米團,＜i＞Hyrtanandra pentandra＜/i＞
阿根廷魷,＜i＞Illex argentinus＜/i＞
原地保育,＜i＞in situ＜/i＞ Conservation
現場採樣,＜i＞In situ＜i＞ sampling
離體保存,＜i＞in vitro＜/i＞ conservation
花粉體外發芽,＜i＞in vitro＜/i＞ pollen germination
體內花粉管伸長,＜i＞in vivo＜/i＞ pollen tube elongation
台灣水韭,＜i＞Isoetes taiwanensis＜/i＞
斯文豪氏攀蜥,＜i＞Japalura swinhonis＜/i＞
斯文豪氏攀蜥,＜i＞Japalura＜/i＞ ＜i＞swinhonis＜/i＞
麻瘋樹,＜i＞Jatropha curcas＜/i＞
琴葉麻瘋樹,＜i＞Jatropha integerrima＜/i＞
麻瘋樹屬,＜i＞Jatropha＜/i＞ genus
長壽花,＜i＞Kalanchoe blossfeldiana＜/i＞
鳥不宿,＜i＞Kalopanax septemlobus＜/i＞
台灣油杉,＜i＞Keteleeria davidiana＜/i＞ var. ＜i＞formosana＜/i＞
黑腐菌,＜i＞Lasiodiplodia theobromae＜/i＞
七星鱸,＜i＞Lateolabrax japonicus ＜/i＞
短棘?,＜i＞Leiognathus equulus＜/i＞
花臉香蘑,＜i＞Lepista sordida＜/i＞
白蝦,＜i＞Letopenaeus vannamei＜/i＞
銀合歡,＜i＞Leucaena leucocephala＜i＞
台灣百合,＜i＞Lilium formosanum＜/i＞
豔紅鹿子百合,＜i＞Lilium speciosum ＜/i＞ Thunb.
美洲母草,＜i＞Lindernia dubia＜/i＞
偽菜蚜,＜i＞Lipaphis erysimi＜/i＞ Kaltenbach
楓香,＜i＞Liquidambar formosana＜/i＞
litchi,＜i＞Litchi chinensis＜/i＞ Sonn
山胡椒,＜i＞Litsea cubeba＜/i＞
山胡椒,＜i＞Litsea cubeba＜i/＞
絲瓜,＜i＞Luffa cylindrica＜/i＞
葉用枸杞,＜i＞Lycium chinense＜/i＞ Miller
番茄,＜i＞Lycopersicon esculeutum Mill.＜/i＞
垂枝石松,＜i＞Lycopodium phlegmaria＜/i＞ L
台灣獼猴,＜i＞Macaca cyclopis＜/i＞
稻熱病菌,＜i＞Magnaporthe oryzae＜/i＞
烏心石舅,＜i＞Magnolia kachirachirai＜/i＞
玉米褪綠斑駁病毒,＜i＞Maize chlorotic mottle virus＜/i＞
基徵草蛉,＜i＞Mallada basalis＜/i＞
芒果,＜i＞Mangifera indica＜/i＞ L.
豆花薊馬,＜i＞Megalurothrips usitatus＜/i＞
鼬獾,＜i＞Melogale moschata＜/i＞
根瘤線蟲,＜i＞Meloidogyne spp.＜/i＞
根瘤線蟲,＜i＞Meloidogyne＜/i＞ spp.
黑殭菌,＜i＞Metarhizium anisopliae＜/i＞
台灣細鳊,＜i＞Metzia formosae＜/i＞
烏心石,＜i＞Michelia compressa＜/i＞
芒屬,＜i＞Miscanthus＜/i＞
提燈苔屬,＜i＞Mnium＜/i＞
木虌果,＜i＞Momordica cochinchineses＜/i＞
紅麴發酵產物,＜i＞Monascus＜/i＞-fermented products
四斑細蟌,＜i＞Mortonagrion hirosei＜/i＞
抗病媒蚊,＜i＞Mosquito Larvicidal Activities
香蕉,＜i＞Musa＜/i＞
香蕉,＜i＞Musa＜i＞
牛型分枝桿菌,＜i＞Mycobacterium bovis＜/i＞
立枯病,＜i＞Nalanthamala psidii＜/i＞
蓮,＜i＞Nelumbo nucifera＜/i＞
蓮,＜i＞Nelumbo nucifera＜/i＞ Gaertn.
豬籠草,＜i＞Nepenthes＜/i＞
長葉腎蕨,＜i＞Nephrolepis biserrata＜/i＞ (Sw.) Schott
綠殭菌,＜i＞Nomuraea rileyi＜/i＞
青脆枝,＜i＞Nothapodytes foetida＜/i＞
青脆枝,＜i＞Nothapodytes nimmoniana＜/i＞
絨山蝠,＜i＞Nyctalus plancyi velutinus＜/i＞
文心蘭,＜i＞Oncidium＜/i＞
白雪文心蘭,＜i＞Oncidium＜/i＞ ’Snow White’
鏟頷魚屬,＜i＞Onychostoma＜/i＞
麥門冬,＜i＞Ophiopogon spp.＜/i＞
立燈苔屬,＜i＞Orthomnion＜/i＞
水稻,＜i＞Oryza sativa＜/i＞
紫萁,＜i＞Osmunda japonica＜/i＞
藍眼菊,＜i＞Osteospermum＜/i＞ L.
馬拉巴栗,＜i＞Pachira macrocarpa＜/i＞
馬拉巴栗,＜i＞Pachira macrocarpa＜/i＞ Schl.
白鼻心,＜i＞Paguma larvata＜/i＞
芭菲爾鞋蘭屬,＜i＞Paphiopedilium＜/i＞
仙履蘭,＜i＞Paphiopedilum spp＜/i＞
巴菲爾鞋蘭,＜i＞Paphiopedilum＜/i＞
仙履蘭,＜i＞Paphiopedilum＜/i＞
仙履蘭,＜i＞Paphiopedilum＜/i＞ spp
仙履蘭,＜i＞Paphiopedilum＜/i＞ spp.
仙履蘭,＜i＞Paphiopedilum＜i＞
木瓜秀粉介殼蟲,＜i＞Paracoccus marginatus＜/i＞
瓜秀粉介殼蟲,＜i＞Paracoccus marginatus＜/i＞
牙?,＜i＞Paralichthys olivaceus＜/i＞
台灣白魚,＜i＞Pararasbora moltrechti＜/i＞
泡桐,＜i＞Paulownia fortunei＜/i＞
雜交泡桐,＜i＞Paulownia＜/i＞ hybrids
草蝦,＜i＞Penaues monodon＜/i＞
綠黴菌,＜i＞Penicillium digitatum＜/i＞
青黴菌,＜i＞Penicillium italicum＜/i＞
青紫蘇,＜i＞Perilla frutescens＜/i＞ var. crispa f. viridis
玉米露菌病菌,＜i＞Peronosclerospora sacchari＜/i＞
小猿葉蟲,＜i＞Phaedon brassicae＜/i＞ Baly
蝴蝶蘭,＜i＞Phalaenopsis＜/i＞
蝴蝶蘭切花,＜i＞Phalaenopsis＜/i＞ Cut Flower
月菜豆,＜I＞Phaseolus lunatus＜/I＞
菜豆,＜i＞Phaseolus vulgaris L.＜/i＞
敏豆,＜i＞Phaseolus vulgaris＜i＞
環頸雉,＜i＞Phasianus colchicus＜/i＞
樹木褐根病,＜i＞Phellinus noxius＜/i＞
褐根病菌,＜i＞Phellinus noxius＜/i＞
餘甘子,＜i＞Phyllanthus emblica＜/i＞ L.
